"title","description","starter_code","test_cases","skill_tags","difficulty"
"File Upload API — Web/Backend #17","Implement chunked file upload API that resumes after interruption. Focus on correctness, security and edge cases.","from flask import Flask, request, jsonify
app = Flask(__name__)

@app.route('/')
def index():
    return jsonify({""status"":""ok""})

# implement endpoints

if __name__ == '__main__':
    app.run()","[{""input"": ""POST /posts?page=1"", ""output"": ""200 list""}, {""input"": ""POST /posts?page=1000"", ""output"": ""[]""}]","python,flask,api,web,security","easy"
"Webhook Consumer — Web/Backend #18","Design webhook consumer that handles duplicates and retries. Focus on correctness, security and edge cases.","/* backend skeleton */
// implement service logic
","[{""input"": ""sample input"", ""output"": ""expected output""}]","web,backend,design","medium"
"GraphQL Basic Resolver — Web/Backend #19","Implement resolver for nested product reviews. Focus on correctness, security and edge cases.","# pseudo GraphQL resolver example
# implement resolver function
","[{""input"": ""product_id=1"", ""output"": ""reviews list""}]","graphql,api,web","hard"
"CI/CD Pipeline Script — Web/Backend #20","Write script to deploy a Flask app via Docker and a CI step. Focus on correctness, security and edge cases.","# Dockerfile + deploy script (outline)
# FROM python:3.10
","[{""input"": ""docker build"", ""output"": ""success""}]","devops,ci,cd,docker","hard"
"Design a RESTful Endpoint — Web/Backend #21","Design a REST API endpoint that paginates and returns JSON for posts. Focus on correctness, security and edge cases.","from flask import Flask, request, jsonify
app = Flask(__name__)

@app.route('/')
def index():
    return jsonify({""status"":""ok""})

# implement endpoints

if __name__ == '__main__':
    app.run()","[{""input"": ""POST /posts?page=1"", ""output"": ""200 list""}, {""input"": ""POST /posts?page=1000"", ""output"": ""[]""}]","python,flask,api,web,security","easy"
"SQL Join and Aggregation — Web/Backend #22","Write SQL query to compute monthly active users from events table. Focus on correctness, security and edge cases.","/* SQL */
-- write your SQL query below
-- Example table: events(user_id INT, event_time TIMESTAMP, event_type TEXT)
","[{""input"": ""sample events table"", ""output"": ""expected rows""}]","sql,databases,analytics","hard"
"Authentication Flow — Web/Backend #23","Implement token-based authentication for login and protected endpoints. Focus on correctness, security and edge cases.","from flask import Flask, request, jsonify
app = Flask(__name__)

@app.route('/')
def index():
    return jsonify({""status"":""ok""})

# implement endpoints

if __name__ == '__main__':
    app.run()","[{""input"": ""POST /posts?page=1"", ""output"": ""200 list""}, {""input"": ""POST /posts?page=1000"", ""output"": ""[]""}]","python,flask,api,web,security","hard"
"Rate Limiter — Web/Backend #24","Implement a simple in-memory rate limiter for API requests per IP. Focus on correctness, security and edge cases.","from flask import Flask, request, jsonify
app = Flask(__name__)

@app.route('/')
def index():
    return jsonify({""status"":""ok""})

# implement endpoints

if __name__ == '__main__':
    app.run()","[{""input"": ""POST /posts?page=1"", ""output"": ""200 list""}, {""input"": ""POST /posts?page=1000"", ""output"": ""[]""}]","python,flask,api,web,security","easy"
"Database Schema Design — Web/Backend #25","Design normalized schema for e-commerce orders and products. Focus on correctness, security and edge cases.","/* backend skeleton */
// implement service logic
","[{""input"": ""sample input"", ""output"": ""expected output""}]","web,backend,design","medium"
"Cache Invalidation — Web/Backend #26","Design cache strategy and demonstrate cache invalidation for product updates. Focus on correctness, security and edge cases.","/* backend skeleton */
// implement service logic
","[{""input"": ""sample input"", ""output"": ""expected output""}]","web,backend,design","easy"
"File Upload API — Web/Backend #27","Implement chunked file upload API that resumes after interruption. Focus on correctness, security and edge cases.","from flask import Flask, request, jsonify
app = Flask(__name__)

@app.route('/')
def index():
    return jsonify({""status"":""ok""})

# implement endpoints

if __name__ == '__main__':
    app.run()","[{""input"": ""POST /posts?page=1"", ""output"": ""200 list""}, {""input"": ""POST /posts?page=1000"", ""output"": ""[]""}]","python,flask,api,web,security","medium"
"Webhook Consumer — Web/Backend #28","Design webhook consumer that handles duplicates and retries. Focus on correctness, security and edge cases.","/* backend skeleton */
// implement service logic
","[{""input"": ""sample input"", ""output"": ""expected output""}]","web,backend,design","hard"
"GraphQL Basic Resolver — Web/Backend #29","Implement resolver for nested product reviews. Focus on correctness, security and edge cases.","# pseudo GraphQL resolver example
# implement resolver function
","[{""input"": ""product_id=1"", ""output"": ""reviews list""}]","graphql,api,web","medium"
"CI/CD Pipeline Script — Web/Backend #30","Write script to deploy a Flask app via Docker and a CI step. Focus on correctness, security and edge cases.","# Dockerfile + deploy script (outline)
# FROM python:3.10
","[{""input"": ""docker build"", ""output"": ""success""}]","devops,ci,cd,docker","easy"
"Design a RESTful Endpoint — Web/Backend #31","Design a REST API endpoint that paginates and returns JSON for posts. Focus on correctness, security and edge cases.","from flask import Flask, request, jsonify
app = Flask(__name__)

@app.route('/')
def index():
    return jsonify({""status"":""ok""})

# implement endpoints

if __name__ == '__main__':
    app.run()","[{""input"": ""POST /posts?page=1"", ""output"": ""200 list""}, {""input"": ""POST /posts?page=1000"", ""output"": ""[]""}]","python,flask,api,web,security","medium"
"SQL Join and Aggregation — Web/Backend #32","Write SQL query to compute monthly active users from events table. Focus on correctness, security and edge cases.","/* SQL */
-- write your SQL query below
-- Example table: events(user_id INT, event_time TIMESTAMP, event_type TEXT)
","[{""input"": ""sample events table"", ""output"": ""expected rows""}]","sql,databases,analytics","hard"
"Authentication Flow — Web/Backend #33","Implement token-based authentication for login and protected endpoints. Focus on correctness, security and edge cases.","from flask import Flask, request, jsonify
app = Flask(__name__)

@app.route('/')
def index():
    return jsonify({""status"":""ok""})

# implement endpoints

if __name__ == '__main__':
    app.run()","[{""input"": ""POST /posts?page=1"", ""output"": ""200 list""}, {""input"": ""POST /posts?page=1000"", ""output"": ""[]""}]","python,flask,api,web,security","medium"
"Rate Limiter — Web/Backend #34","Implement a simple in-memory rate limiter for API requests per IP. Focus on correctness, security and edge cases.","from flask import Flask, request, jsonify
app = Flask(__name__)

@app.route('/')
def index():
    return jsonify({""status"":""ok""})

# implement endpoints

if __name__ == '__main__':
    app.run()","[{""input"": ""POST /posts?page=1"", ""output"": ""200 list""}, {""input"": ""POST /posts?page=1000"", ""output"": ""[]""}]","python,flask,api,web,security","easy"
"Database Schema Design — Web/Backend #35","Design normalized schema for e-commerce orders and products. Focus on correctness, security and edge cases.","/* backend skeleton */
// implement service logic
","[{""input"": ""sample input"", ""output"": ""expected output""}]","web,backend,design","medium"
"Cache Invalidation — Web/Backend #36","Design cache strategy and demonstrate cache invalidation for product updates. Focus on correctness, security and edge cases.","/* backend skeleton */
// implement service logic
","[{""input"": ""sample input"", ""output"": ""expected output""}]","web,backend,design","easy"
"File Upload API — Web/Backend #37","Implement chunked file upload API that resumes after interruption. Focus on correctness, security and edge cases.","from flask import Flask, request, jsonify
app = Flask(__name__)

@app.route('/')
def index():
    return jsonify({""status"":""ok""})

# implement endpoints

if __name__ == '__main__':
    app.run()","[{""input"": ""POST /posts?page=1"", ""output"": ""200 list""}, {""input"": ""POST /posts?page=1000"", ""output"": ""[]""}]","python,flask,api,web,security","medium"
"Webhook Consumer — Web/Backend #38","Design webhook consumer that handles duplicates and retries. Focus on correctness, security and edge cases.","/* backend skeleton */
// implement service logic
","[{""input"": ""sample input"", ""output"": ""expected output""}]","web,backend,design","medium"
"GraphQL Basic Resolver — Web/Backend #39","Implement resolver for nested product reviews. Focus on correctness, security and edge cases.","# pseudo GraphQL resolver example
# implement resolver function
","[{""input"": ""product_id=1"", ""output"": ""reviews list""}]","graphql,api,web","medium"
"CI/CD Pipeline Script — Web/Backend #40","Write script to deploy a Flask app via Docker and a CI step. Focus on correctness, security and edge cases.","# Dockerfile + deploy script (outline)
# FROM python:3.10
","[{""input"": ""docker build"", ""output"": ""success""}]","devops,ci,cd,docker","hard"
"Design a RESTful Endpoint — Web/Backend #41","Design a REST API endpoint that paginates and returns JSON for posts. Focus on correctness, security and edge cases.","from flask import Flask, request, jsonify
app = Flask(__name__)

@app.route('/')
def index():
    return jsonify({""status"":""ok""})

# implement endpoints

if __name__ == '__main__':
    app.run()","[{""input"": ""POST /posts?page=1"", ""output"": ""200 list""}, {""input"": ""POST /posts?page=1000"", ""output"": ""[]""}]","python,flask,api,web,security","easy"
"SQL Join and Aggregation — Web/Backend #42","Write SQL query to compute monthly active users from events table. Focus on correctness, security and edge cases.","/* SQL */
-- write your SQL query below
-- Example table: events(user_id INT, event_time TIMESTAMP, event_type TEXT)
","[{""input"": ""sample events table"", ""output"": ""expected rows""}]","sql,databases,analytics","hard"
"Authentication Flow — Web/Backend #43","Implement token-based authentication for login and protected endpoints. Focus on correctness, security and edge cases.","from flask import Flask, request, jsonify
app = Flask(__name__)

@app.route('/')
def index():
    return jsonify({""status"":""ok""})

# implement endpoints

if __name__ == '__main__':
    app.run()","[{""input"": ""POST /posts?page=1"", ""output"": ""200 list""}, {""input"": ""POST /posts?page=1000"", ""output"": ""[]""}]","python,flask,api,web,security","easy"
"Rate Limiter — Web/Backend #44","Implement a simple in-memory rate limiter for API requests per IP. Focus on correctness, security and edge cases.","from flask import Flask, request, jsonify
app = Flask(__name__)

@app.route('/')
def index():
    return jsonify({""status"":""ok""})

# implement endpoints

if __name__ == '__main__':
    app.run()","[{""input"": ""POST /posts?page=1"", ""output"": ""200 list""}, {""input"": ""POST /posts?page=1000"", ""output"": ""[]""}]","python,flask,api,web,security","easy"
"Database Schema Design — Web/Backend #45","Design normalized schema for e-commerce orders and products. Focus on correctness, security and edge cases.","/* backend skeleton */
// implement service logic
","[{""input"": ""sample input"", ""output"": ""expected output""}]","web,backend,design","easy"
